	Dark skin	Light skin	Blue sky	Foliage	Blue flower	Bluish green	Orange	Purplish blue	Moderate red	Purple	Yellow green	Orange yellow	Blue	Green	Red	Yellow	Magenta	Cyan	White	Neutral 8	Neutral 6.5	Neutral 5	Neutral 3.5	Black
775.6	0.37841	0.93522	0.29768	0.17094	0.79857	0.27976	0.76785	0.55339	0.59752	0.54964	0.43596	0.66034	0.31634	0.17883	0.64968	0.79871	0.88987	0.22882	0.95813	0.58382	0.34136	0.16628	0.076595	0.030619
778.79	0.38364	0.93541	0.29847	0.17196	0.81008	0.2798	0.77174	0.55625	0.59667	0.56038	0.43577	0.65976	0.33303	0.17937	0.64959	0.79828	0.88921	0.2325	0.95811	0.58289	0.34046	0.16552	0.076383	0.030607
781.99	0.3879	0.93522	0.29877	0.1728	0.82102	0.2808	0.77568	0.5586	0.59571	0.57121	0.43689	0.65892	0.34952	0.18084	0.6492	0.7975	0.88924	0.23593	0.95783	0.58165	0.3394	0.16467	0.07617	0.030615
785.18	0.39124	0.9346	0.29904	0.17361	0.83121	0.28334	0.7796	0.56044	0.59488	0.5825	0.44037	0.65802	0.3657	0.18389	0.64878	0.79703	0.88909	0.23976	0.95711	0.58042	0.33853	0.16396	0.076036	0.030628
788.37	0.39359	0.93416	0.29916	0.17432	0.84037	0.28747	0.78417	0.5623	0.5942	0.59398	0.44595	0.65719	0.38132	0.18886	0.64864	0.79694	0.88941	0.24444	0.95607	0.57908	0.33756	0.16343	0.075881	0.030587
791.56	0.39514	0.9336	0.2992	0.17483	0.84813	0.29355	0.78923	0.56402	0.59347	0.60512	0.45365	0.65617	0.39595	0.19592	0.64857	0.79678	0.88957	0.25011	0.955	0.57813	0.33673	0.16283	0.075754	0.030565
794.75	0.39587	0.9332	0.29905	0.17506	0.85531	0.30125	0.79462	0.5656	0.59276	0.61575	0.46356	0.6551	0.40942	0.20485	0.64843	0.79658	0.8902	0.25661	0.95408	0.57709	0.33581	0.1621	0.075658	0.030538
797.94	0.39592	0.93235	0.2988	0.17531	0.86133	0.3107	0.7997	0.56686	0.59177	0.62572	0.47525	0.65418	0.42205	0.21579	0.6482	0.79643	0.89082	0.26407	0.95327	0.57589	0.33495	0.16149	0.075568	0.030551
801.14	0.39519	0.93138	0.29831	0.17546	0.86622	0.32145	0.80475	0.56781	0.59056	0.63521	0.48807	0.65323	0.43355	0.22853	0.64789	0.79675	0.89149	0.27218	0.95227	0.57462	0.33405	0.16098	0.075474	0.030565
804.33	0.39405	0.93045	0.29815	0.17579	0.87065	0.33345	0.80925	0.56872	0.5896	0.64463	0.50218	0.65235	0.44405	0.24318	0.64765	0.79746	0.892	0.28121	0.95124	0.57337	0.33311	0.16066	0.075397	0.030535
807.52	0.3928	0.92973	0.29795	0.1758	0.87445	0.34648	0.81362	0.56979	0.58871	0.65316	0.517	0.65159	0.45373	0.25943	0.64772	0.79796	0.8925	0.29079	0.95064	0.57221	0.33245	0.16022	0.075295	0.030515
810.71	0.39134	0.92921	0.29784	0.17581	0.87744	0.36038	0.81818	0.57099	0.58824	0.66112	0.5322	0.65073	0.46276	0.27716	0.64798	0.79858	0.89297	0.30074	0.94997	0.57144	0.33196	0.15974	0.075173	0.03051
813.9	0.39001	0.92927	0.29768	0.17554	0.88017	0.37454	0.82288	0.57259	0.58794	0.66848	0.54762	0.6499	0.47134	0.2964	0.64824	0.79892	0.89314	0.31091	0.94959	0.57065	0.33131	0.15909	0.07504	0.030503
817.09	0.38895	0.92969	0.29773	0.17561	0.88244	0.38974	0.82702	0.57442	0.58763	0.67531	0.56271	0.64908	0.47958	0.31702	0.64881	0.79951	0.89303	0.32145	0.94983	0.57021	0.33089	0.15868	0.074901	0.030471
820.29	0.38791	0.93057	0.29773	0.17552	0.88426	0.40538	0.83125	0.57648	0.58751	0.68174	0.57758	0.64839	0.48726	0.33869	0.64944	0.80043	0.89313	0.33213	0.95029	0.56991	0.33043	0.15811	0.074741	0.030489
823.48	0.3867	0.93094	0.29755	0.17512	0.88573	0.421	0.83473	0.57829	0.58717	0.68732	0.59202	0.64773	0.49409	0.36113	0.64992	0.80077	0.893	0.34249	0.95038	0.56943	0.33009	0.15744	0.074622	0.030506
826.67	0.38573	0.93148	0.29742	0.17482	0.88727	0.43705	0.83821	0.58054	0.58711	0.69234	0.60602	0.64696	0.50071	0.38429	0.65041	0.80083	0.89288	0.35298	0.95106	0.56928	0.3297	0.15675	0.074466	0.030494
829.86	0.38474	0.93222	0.29718	0.17437	0.88854	0.45327	0.84126	0.58283	0.58707	0.69693	0.61944	0.64631	0.50702	0.40761	0.65087	0.80076	0.89292	0.36275	0.95158	0.56886	0.32918	0.15609	0.074382	0.0305
833.05	0.38362	0.93236	0.29696	0.17394	0.88963	0.46929	0.84359	0.58461	0.58682	0.70084	0.63231	0.64578	0.51259	0.43096	0.65099	0.80068	0.89281	0.37225	0.9513	0.56814	0.32874	0.15558	0.074276	0.030503
836.24	0.38255	0.93239	0.2967	0.17356	0.89075	0.48496	0.84542	0.58638	0.58611	0.70494	0.64435	0.64504	0.51786	0.45385	0.65087	0.80062	0.89248	0.38092	0.95098	0.56733	0.32809	0.15524	0.074214	0.030541
839.44	0.38153	0.93254	0.29635	0.17306	0.89164	0.50013	0.847	0.5882	0.58537	0.70866	0.65541	0.64435	0.52285	0.47623	0.65092	0.80073	0.8924	0.38924	0.95023	0.56663	0.32751	0.15478	0.074069	0.03052
842.63	0.38073	0.9324	0.29601	0.17247	0.89237	0.51474	0.84841	0.59003	0.58472	0.71182	0.66525	0.64368	0.52742	0.49778	0.65078	0.80042	0.89201	0.39695	0.94961	0.56579	0.32687	0.15459	0.073951	0.030552
845.82	0.38037	0.9321	0.2957	0.17216	0.89263	0.52887	0.84963	0.59191	0.58421	0.71474	0.67451	0.64339	0.53188	0.51831	0.6505	0.80003	0.89141	0.40433	0.94896	0.5651	0.32624	0.1546	0.073831	0.03056
849.01	0.3801	0.93187	0.29536	0.17193	0.89289	0.54251	0.85058	0.59396	0.58356	0.71762	0.68318	0.64304	0.53621	0.53778	0.65033	0.79948	0.89091	0.41104	0.9484	0.56428	0.32566	0.15476	0.073721	0.030524
852.2	0.37995	0.93155	0.29493	0.17209	0.89285	0.55516	0.85143	0.59595	0.58284	0.72037	0.69085	0.64271	0.54021	0.55614	0.6502	0.79925	0.89044	0.41702	0.94814	0.56378	0.32501	0.15485	0.07362	0.030556
855.39	0.37951	0.93106	0.29459	0.1725	0.89274	0.56689	0.85193	0.59801	0.58239	0.72269	0.69773	0.64226	0.54387	0.57312	0.65017	0.79871	0.88974	0.42256	0.94739	0.56314	0.32433	0.15474	0.073562	0.030622
858.59	0.37942	0.93035	0.2942	0.17254	0.89264	0.57743	0.85157	0.59999	0.5817	0.72488	0.70384	0.64195	0.54721	0.58861	0.64997	0.79813	0.88928	0.42744	0.94627	0.56245	0.3235	0.15439	0.073456	0.030616
861.78	0.37962	0.9302	0.29384	0.1725	0.89299	0.5876	0.85178	0.6023	0.58119	0.72717	0.7093	0.64217	0.55075	0.60323	0.65	0.798	0.8889	0.43194	0.94568	0.5617	0.32291	0.15413	0.073373	0.030607
864.97	0.3801	0.93044	0.29363	0.1725	0.89374	0.59697	0.85252	0.60488	0.58066	0.73	0.71444	0.64236	0.55457	0.61674	0.65042	0.79842	0.88904	0.43599	0.9457	0.56092	0.32261	0.15377	0.073308	0.030623
868.16	0.38115	0.93078	0.29348	0.17241	0.89444	0.60513	0.85341	0.60793	0.58039	0.73292	0.71914	0.64266	0.55862	0.62922	0.65101	0.79883	0.88934	0.43978	0.94538	0.56035	0.32234	0.15335	0.073204	0.030614
871.35	0.38209	0.93092	0.29318	0.17222	0.89465	0.61214	0.85355	0.61073	0.58005	0.73545	0.72313	0.64287	0.56225	0.64016	0.65129	0.79892	0.88935	0.44299	0.94536	0.55986	0.32173	0.15296	0.073081	0.030611
874.54	0.38326	0.93063	0.29284	0.17192	0.8947	0.61882	0.85394	0.6136	0.57967	0.73776	0.7265	0.64274	0.56569	0.64998	0.65153	0.79891	0.88914	0.4458	0.94474	0.5591	0.32117	0.15251	0.072982	0.030575
877.74	0.38453	0.93025	0.29248	0.17172	0.89477	0.62458	0.85418	0.61632	0.57913	0.73998	0.72949	0.64231	0.56902	0.65863	0.65162	0.79902	0.88862	0.44786	0.9443	0.55822	0.3206	0.15223	0.072934	0.030607
880.93	0.3861	0.92977	0.29205	0.17135	0.89468	0.6299	0.85417	0.61941	0.57884	0.74213	0.73259	0.6425	0.57222	0.66641	0.65151	0.79907	0.88846	0.44996	0.9436	0.55734	0.31982	0.1519	0.072771	0.030619
884.12	0.38801	0.92935	0.29167	0.17107	0.89446	0.6339	0.85432	0.62262	0.57861	0.74435	0.73518	0.6424	0.5754	0.67351	0.65184	0.79886	0.88824	0.45143	0.94304	0.55675	0.31915	0.15156	0.072702	0.030665
887.31	0.39018	0.92948	0.29118	0.17086	0.89433	0.63802	0.85456	0.62575	0.57832	0.74647	0.73734	0.6423	0.57886	0.68017	0.6521	0.79892	0.88828	0.45255	0.94258	0.55639	0.31853	0.15125	0.072611	0.030698
890.5	0.39238	0.92961	0.29025	0.17081	0.89433	0.64179	0.85471	0.62913	0.57792	0.74899	0.73952	0.64237	0.58207	0.68623	0.65244	0.79929	0.88856	0.4533	0.94258	0.55585	0.31763	0.151	0.072542	0.030696
893.69	0.39516	0.9298	0.28954	0.17061	0.89463	0.64498	0.85527	0.63255	0.57797	0.75174	0.74152	0.64273	0.58542	0.69169	0.6528	0.79976	0.8888	0.45421	0.94222	0.55524	0.31671	0.15084	0.072422	0.030788
896.89	0.39792	0.92965	0.28894	0.17046	0.89493	0.64741	0.85535	0.63593	0.57763	0.75402	0.74295	0.64268	0.58853	0.69637	0.65286	0.79991	0.88912	0.4544	0.94185	0.55451	0.31535	0.15059	0.072329	0.030747
900.08	0.40101	0.92943	0.28904	0.17018	0.89514	0.65028	0.85524	0.63933	0.57716	0.75631	0.7443	0.64308	0.59173	0.70069	0.65316	0.8002	0.88902	0.45494	0.94138	0.55368	0.31437	0.15027	0.072288	0.030762
903.27	0.40415	0.92958	0.28928	0.16997	0.89515	0.65296	0.8553	0.64309	0.5768	0.75849	0.74564	0.64369	0.59479	0.70476	0.65312	0.80017	0.88881	0.45509	0.94097	0.55326	0.31394	0.14999	0.072152	0.030757
906.46	0.40713	0.92956	0.28955	0.1698	0.89532	0.6549	0.85532	0.64616	0.57615	0.76039	0.7469	0.6439	0.59745	0.70822	0.65323	0.79993	0.88926	0.45492	0.94063	0.55245	0.31339	0.14971	0.072121	0.030762
909.65	0.41065	0.9297	0.28935	0.16945	0.89526	0.65672	0.85524	0.64975	0.57556	0.76264	0.74779	0.64422	0.60038	0.71186	0.65324	0.8001	0.88928	0.45526	0.94021	0.55195	0.31291	0.14939	0.071977	0.030699
912.84	0.41476	0.93003	0.2895	0.16918	0.89584	0.65869	0.85535	0.65345	0.57532	0.76493	0.74888	0.64455	0.60361	0.71516	0.65368	0.80056	0.88951	0.45585	0.94022	0.55158	0.31277	0.14921	0.071981	0.030761
916.04	0.41888	0.9304	0.28991	0.1689	0.89627	0.66055	0.85593	0.65727	0.57515	0.76724	0.74999	0.64489	0.60688	0.71856	0.65387	0.80103	0.89026	0.45658	0.94048	0.55108	0.31288	0.14891	0.071951	0.030791
919.23	0.42318	0.93068	0.29055	0.16874	0.89637	0.66212	0.8561	0.66115	0.57492	0.76928	0.75077	0.64526	0.61016	0.72132	0.65423	0.80107	0.89045	0.45728	0.94046	0.55023	0.31302	0.14878	0.071947	0.030923
922.42	0.42786	0.93071	0.29094	0.16869	0.89639	0.66348	0.8567	0.66495	0.57423	0.77135	0.75126	0.64558	0.61341	0.72404	0.65446	0.80145	0.89048	0.45819	0.94038	0.54959	0.31324	0.14858	0.07187	0.03092
925.61	0.43227	0.93062	0.29118	0.16843	0.8964	0.66426	0.85677	0.66847	0.57384	0.77321	0.75188	0.64609	0.61667	0.72638	0.65466	0.80136	0.89095	0.45955	0.94011	0.54895	0.31422	0.14817	0.07183	0.030945
928.8	0.43695	0.93048	0.29125	0.16831	0.89643	0.66519	0.85671	0.67176	0.57337	0.77506	0.7525	0.64621	0.6195	0.72825	0.65479	0.80159	0.89093	0.46139	0.93925	0.54822	0.31469	0.14798	0.071832	0.031029
931.99	0.44128	0.93078	0.29128	0.1681	0.89642	0.66604	0.85652	0.67542	0.57297	0.77689	0.7533	0.64661	0.62255	0.73004	0.65484	0.80146	0.89067	0.46361	0.93886	0.54753	0.31464	0.14769	0.071773	0.031074
935.19	0.44577	0.93047	0.29124	0.16795	0.89565	0.66652	0.85647	0.67875	0.57227	0.77862	0.75352	0.64654	0.62546	0.73153	0.65464	0.80117	0.89043	0.46576	0.93802	0.54643	0.31425	0.14747	0.071816	0.031182
938.38	0.45089	0.93002	0.29119	0.16778	0.89599	0.66707	0.85634	0.68244	0.57169	0.78048	0.75415	0.64637	0.6282	0.73335	0.65462	0.80096	0.8901	0.46776	0.9373	0.54552	0.31389	0.14714	0.07173	0.03118
941.57	0.4562	0.9296	0.29125	0.1675	0.89549	0.66692	0.85615	0.68598	0.57089	0.78221	0.7545	0.64554	0.63111	0.73507	0.65456	0.80071	0.88971	0.46919	0.93663	0.54422	0.31348	0.14662	0.071611	0.031251
944.76	0.462	0.92831	0.29106	0.16719	0.89497	0.66582	0.85535	0.68896	0.56973	0.78313	0.75503	0.64441	0.63346	0.73636	0.65399	0.79998	0.88909	0.46966	0.93512	0.54266	0.31305	0.14624	0.071691	0.031312
947.95	0.46867	0.92717	0.29087	0.16695	0.89461	0.66608	0.8553	0.69205	0.56772	0.78441	0.75552	0.64446	0.6358	0.73757	0.65327	0.79917	0.88838	0.47104	0.93344	0.54024	0.31268	0.14589	0.071701	0.031383
951.14	0.47559	0.92702	0.29101	0.16679	0.89579	0.66762	0.85541	0.69534	0.56546	0.7863	0.75598	0.64612	0.63817	0.73954	0.65321	0.79916	0.88878	0.47227	0.93314	0.53815	0.3126	0.14571	0.07163	0.031547
954.34	0.4816	0.92608	0.2911	0.16648	0.89497	0.66951	0.85494	0.69833	0.56407	0.78769	0.75565	0.64798	0.63952	0.74077	0.65243	0.79879	0.88787	0.47338	0.93175	0.53754	0.31229	0.14534	0.071544	0.03156
957.53	0.48793	0.92521	0.29102	0.16636	0.89449	0.6728	0.85473	0.70124	0.5641	0.78912	0.75533	0.65084	0.64004	0.74217	0.65117	0.79854	0.88753	0.4743	0.93051	0.53883	0.31205	0.1453	0.071658	0.031699
960.72	0.49365	0.92422	0.29091	0.16592	0.89376	0.67445	0.85426	0.70338	0.56474	0.79003	0.75385	0.65176	0.64178	0.74315	0.64955	0.7977	0.88729	0.47469	0.92923	0.53967	0.31152	0.14493	0.071674	0.031766
963.91	0.49987	0.92339	0.29089	0.16576	0.89276	0.67636	0.85386	0.70464	0.56593	0.79016	0.75224	0.65293	0.64434	0.74307	0.64862	0.79647	0.88619	0.47565	0.92805	0.54042	0.31132	0.14461	0.071565	0.031829
967.1	0.50556	0.92261	0.29088	0.1654	0.89083	0.67641	0.8537	0.7069	0.56531	0.79021	0.75165	0.65316	0.64734	0.74287	0.64892	0.79492	0.88448	0.47594	0.92647	0.53986	0.31095	0.14408	0.071465	0.031869
970.29	0.51176	0.92158	0.29104	0.16536	0.88892	0.67866	0.85179	0.70905	0.56541	0.78961	0.75284	0.65526	0.65072	0.74196	0.65052	0.79248	0.88231	0.47773	0.92499	0.53921	0.31099	0.14419	0.071711	0.032197
973.49	0.51761	0.92022	0.29105	0.16523	0.88524	0.68138	0.8491	0.71157	0.56542	0.7892	0.75451	0.65768	0.65314	0.74149	0.65205	0.79034	0.87858	0.47954	0.92278	0.53888	0.3109	0.14393	0.071725	0.03235
976.68	0.52309	0.91677	0.29096	0.1651	0.88677	0.68133	0.84636	0.71468	0.56489	0.78955	0.75577	0.65845	0.65527	0.7429	0.65217	0.79065	0.87904	0.48009	0.9184	0.53827	0.31059	0.14363	0.071821	0.032553
979.87	0.52887	0.91188	0.29106	0.16518	0.89273	0.67986	0.84462	0.71769	0.56425	0.79258	0.75829	0.65712	0.65791	0.74422	0.652	0.79269	0.88325	0.4794	0.91492	0.53756	0.31021	0.1437	0.072091	0.032648
983.06	0.53496	0.91112	0.29133	0.16559	0.89455	0.67873	0.8461	0.72135	0.56438	0.79574	0.75893	0.65642	0.66047	0.74585	0.65297	0.79497	0.88453	0.47897	0.91616	0.53761	0.31043	0.14406	0.072499	0.032964
986.25	0.54207	0.91516	0.29191	0.16592	0.89345	0.67886	0.84884	0.72576	0.56519	0.79797	0.75851	0.65635	0.66429	0.74773	0.65387	0.79586	0.88361	0.47834	0.92297	0.53888	0.31075	0.14422	0.072495	0.03315
989.44	0.55021	0.92248	0.29311	0.16635	0.89332	0.67912	0.85351	0.7327	0.56751	0.80075	0.75875	0.6567	0.67049	0.75271	0.65671	0.79756	0.88325	0.47794	0.93089	0.54186	0.31197	0.14459	0.072639	0.033204
992.64	0.55633	0.92433	0.29378	0.16657	0.89249	0.67885	0.85525	0.73746	0.56872	0.80215	0.75847	0.6566	0.6739	0.75464	0.65816	0.79772	0.88274	0.47755	0.93307	0.54302	0.31247	0.1446	0.07277	0.033417
995.83	0.56117	0.92387	0.29381	0.16656	0.89152	0.67888	0.85471	0.74038	0.56875	0.80319	0.75816	0.65675	0.67582	0.75512	0.65858	0.79769	0.8819	0.47732	0.93289	0.54286	0.31238	0.14443	0.072836	0.033664
