493	2.78E-03	6.64E-03	1.18E-01	8.53E-01	2.16E-01	9.97E-04	4.40E-04	1.82E-04	5.57E-06	7.46E-05
494	2.71E-03	5.94E-03	1.08E-01	8.17E-01	2.41E-01	1.17E-03	2.85E-04	-6.09E-05	1.50E-04	9.61E-05
495	2.59E-03	5.36E-03	9.69E-02	7.81E-01	2.69E-01	1.37E-03	2.81E-04	-1.89E-05	1.02E-04	2.14E-05
496	2.58E-03	5.01E-03	8.79E-02	7.42E-01	2.97E-01	1.52E-03	3.89E-04	-1.14E-04	7.65E-05	-1.20E-04
497	2.48E-03	4.57E-03	7.85E-02	7.00E-01	3.31E-01	1.98E-03	6.10E-04	6.23E-05	1.77E-04	1.49E-05
498	2.41E-03	4.13E-03	7.08E-02	6.63E-01	3.66E-01	2.30E-03	5.70E-04	1.58E-05	2.14E-05	4.78E-05
499	2.33E-03	3.79E-03	6.36E-02	6.26E-01	4.02E-01	2.80E-03	7.59E-04	-1.04E-04	5.48E-05	2.81E-05
500	2.28E-03	3.38E-03	5.77E-02	5.90E-01	4.41E-01	3.24E-03	8.58E-04	1.22E-05	-4.26E-06	1.98E-04
501	2.27E-03	3.01E-03	5.14E-02	5.51E-01	4.87E-01	3.78E-03	8.01E-04	4.86E-05	-8.01E-05	1.66E-04
502	2.17E-03	2.84E-03	4.69E-02	5.18E-01	5.29E-01	4.59E-03	8.07E-04	-6.64E-05	-8.62E-05	9.08E-05
503	2.12E-03	2.72E-03	4.24E-02	4.86E-01	5.74E-01	5.49E-03	9.42E-04	-2.46E-05	-5.28E-06	-9.36E-05
504	2.03E-03	2.47E-03	3.86E-02	4.57E-01	6.18E-01	6.63E-03	9.04E-04	5.75E-05	-6.05E-05	-1.72E-04
505	2.02E-03	2.27E-03	3.50E-02	4.27E-01	6.63E-01	7.90E-03	9.21E-04	-4.25E-06	-7.01E-06	-1.12E-04
506	1.97E-03	1.91E-03	3.15E-02	3.97E-01	7.13E-01	9.76E-03	1.03E-03	1.26E-04	-4.61E-05	-3.36E-05
507	1.80E-03	1.88E-03	2.89E-02	3.71E-01	7.56E-01	1.14E-02	1.18E-03	3.98E-05	9.15E-05	5.40E-05
508	1.79E-03	1.71E-03	2.62E-02	3.45E-01	8.00E-01	1.39E-02	1.20E-03	7.51E-05	9.68E-06	-3.46E-05
509	1.72E-03	1.59E-03	2.40E-02	3.22E-01	8.40E-01	1.63E-02	1.25E-03	7.27E-06	7.21E-05	9.77E-06
510	1.66E-03	1.46E-03	2.16E-02	2.97E-01	8.82E-01	2.00E-02	1.44E-03	1.97E-04	-3.87E-05	1.28E-04
511	1.59E-03	1.28E-03	1.98E-02	2.77E-01	9.15E-01	2.35E-02	1.57E-03	3.07E-06	-2.87E-05	-8.97E-07
512	1.54E-03	1.18E-03	1.83E-02	2.57E-01	9.44E-01	2.81E-02	1.71E-03	8.94E-05	-4.53E-05	1.83E-05
513	1.48E-03	1.28E-03	1.66E-02	2.39E-01	9.69E-01	3.31E-02	1.77E-03	2.09E-05	5.63E-05	-6.04E-06
514	1.49E-03	1.18E-03	1.51E-02	2.21E-01	9.84E-01	3.94E-02	2.00E-03	-7.12E-06	3.36E-05	-1.44E-04
515	1.37E-03	1.10E-03	1.35E-02	2.03E-01	9.94E-01	4.69E-02	2.16E-03	9.81E-05	-2.21E-05	-3.11E-05
516	1.34E-03	9.47E-04	1.22E-02	1.88E-01	1.00E+00	5.51E-02	2.22E-03	7.42E-05	3.51E-05	1.04E-05
517	1.33E-03	1.01E-03	1.11E-02	1.74E-01	9.97E-01	6.47E-02	2.48E-03	-4.52E-05	3.03E-05	-1.04E-04
518	1.25E-03	9.09E-04	1.02E-02	1.60E-01	9.86E-01	7.49E-02	2.85E-03	6.82E-05	-2.86E-05	-3.28E-05
519	1.22E-03	8.61E-04	9.29E-03	1.49E-01	9.71E-01	8.74E-02	3.06E-03	1.55E-04	-4.91E-05	-6.10E-05
520	1.19E-03	7.16E-04	8.52E-03	1.36E-01	9.47E-01	1.03E-01	3.37E-03	1.14E-05	-2.60E-05	-2.91E-05
521	1.10E-03	6.24E-04	7.88E-03	1.25E-01	9.20E-01	1.19E-01	3.80E-03	3.18E-05	-5.69E-05	1.07E-04
522	1.08E-03	7.31E-04	7.19E-03	1.16E-01	8.90E-01	1.37E-01	4.35E-03	7.50E-05	7.24E-05	2.63E-05
523	1.07E-03	7.22E-04	6.59E-03	1.07E-01	8.56E-01	1.56E-01	4.65E-03	8.56E-05	1.13E-04	9.28E-06
524	1.07E-03	6.03E-04	6.01E-03	9.81E-02	8.18E-01	1.79E-01	5.31E-03	6.31E-05	1.43E-04	-5.05E-05
525	1.05E-03	5.20E-04	5.56E-03	9.12E-02	7.81E-01	2.03E-01	5.78E-03	8.62E-05	-5.74E-06	-4.37E-05
526	1.01E-03	4.96E-04	5.02E-03	8.43E-02	7.42E-01	2.30E-01	6.46E-03	2.28E-04	1.17E-04	-3.91E-05
527	1.01E-03	6.18E-04	4.62E-03	7.78E-02	7.04E-01	2.59E-01	7.15E-03	5.05E-05	1.13E-04	3.01E-05
528	9.38E-04	5.67E-04	4.36E-03	7.20E-02	6.68E-01	2.90E-01	8.08E-03	2.18E-04	-2.56E-05	1.07E-04
529	9.09E-04	5.53E-04	4.10E-03	6.61E-02	6.27E-01	3.27E-01	8.83E-03	2.09E-04	1.01E-04	9.72E-05
530	9.28E-04	5.53E-04	3.64E-03	6.15E-02	5.91E-01	3.64E-01	9.50E-03	1.36E-04	9.30E-05	3.44E-05
531	9.69E-04	5.35E-04	3.51E-03	5.66E-02	5.59E-01	4.04E-01	1.03E-02	2.14E-04	-1.06E-06	1.15E-04
532	9.20E-04	4.84E-04	3.31E-03	5.23E-02	5.29E-01	4.45E-01	1.10E-02	3.00E-04	-9.30E-05	1.04E-04
533	8.88E-04	4.46E-04	2.88E-03	4.82E-02	4.95E-01	4.91E-01	1.19E-02	2.86E-04	1.83E-04	3.96E-05
534	8.23E-04	4.57E-04	2.79E-03	4.46E-02	4.68E-01	5.37E-01	1.30E-02	2.78E-04	1.25E-04	9.08E-05
535	8.01E-04	3.55E-04	2.62E-03	4.12E-02	4.41E-01	5.86E-01	1.38E-02	3.88E-04	5.72E-05	-1.89E-05
536	8.71E-04	4.10E-04	2.32E-03	3.78E-02	4.16E-01	6.35E-01	1.49E-02	3.35E-04	3.66E-05	-9.29E-05
537	8.05E-04	3.70E-04	2.23E-03	3.49E-02	3.90E-01	6.85E-01	1.58E-02	4.28E-04	1.28E-04	-3.34E-05
538	8.04E-04	3.53E-04	1.85E-03	3.25E-02	3.68E-01	7.37E-01	1.63E-02	5.63E-04	8.48E-05	5.12E-05
539	7.91E-04	4.12E-04	1.90E-03	2.98E-02	3.44E-01	7.95E-01	1.72E-02	5.49E-04	1.38E-04	-8.52E-05
540	7.64E-04	4.35E-04	1.76E-03	2.73E-02	3.23E-01	8.48E-01	1.86E-02	7.33E-04	2.29E-05	2.02E-04
541	7.11E-04	2.27E-04	1.59E-03	2.54E-02	3.04E-01	8.98E-01	1.95E-02	7.20E-04	1.43E-04	1.54E-04
542	7.36E-04	2.75E-04	1.46E-03	2.35E-02	2.84E-01	9.44E-01	2.01E-02	8.89E-04	1.35E-04	3.73E-05
543	6.69E-04	3.92E-04	1.34E-03	2.15E-02	2.67E-01	9.83E-01	2.14E-02	8.52E-04	-1.18E-05	-1.19E-05
544	6.86E-04	2.87E-04	1.37E-03	2.01E-02	2.48E-01	1.00E+00	2.26E-02	1.15E-03	2.53E-05	-6.71E-05
545	6.47E-04	3.76E-04	1.35E-03	1.84E-02	2.32E-01	9.92E-01	2.39E-02	1.17E-03	1.13E-04	-1.22E-05
546	7.01E-04	3.02E-04	1.28E-03	1.71E-02	2.15E-01	9.54E-01	2.53E-02	1.32E-03	4.31E-05	-9.17E-06
547	6.49E-04	2.61E-04	1.12E-03	1.61E-02	2.01E-01	8.94E-01	2.72E-02	1.62E-03	-3.35E-05	8.23E-05
548	5.50E-04	3.00E-04	1.04E-03	1.47E-02	1.86E-01	8.03E-01	2.95E-02	1.85E-03	-6.50E-05	-1.15E-04
549	6.05E-04	3.08E-04	9.79E-04	1.36E-02	1.73E-01	7.07E-01	3.21E-02	2.18E-03	-1.01E-05	5.99E-05
550	5.63E-04	2.76E-04	9.25E-04	1.24E-02	1.61E-01	6.04E-01	3.52E-02	2.49E-03	4.90E-05	-2.26E-05
551	5.98E-04	2.55E-04	8.61E-04	1.16E-02	1.50E-01	4.96E-01	3.91E-02	2.92E-03	9.82E-05	-6.12E-05
552	5.46E-04	2.14E-04	7.90E-04	1.10E-02	1.39E-01	3.88E-01	4.37E-02	3.36E-03	7.95E-05	6.98E-06
553	5.20E-04	2.29E-04	8.10E-04	1.01E-02	1.29E-01	2.81E-01	5.06E-02	4.03E-03	8.40E-05	-4.73E-05
554	5.37E-04	3.12E-04	7.58E-04	9.27E-03	1.20E-01	1.96E-01	5.91E-02	4.81E-03	5.23E-05	-1.64E-05
555	5.03E-04	2.83E-04	7.57E-04	8.67E-03	1.12E-01	1.29E-01	6.89E-02	5.57E-03	9.81E-05	3.04E-05
556	4.93E-04	2.62E-04	6.32E-04	8.15E-03	1.04E-01	8.25E-02	8.12E-02	6.54E-03	2.01E-04	-1.51E-05
557	5.03E-04	1.92E-04	6.70E-04	7.68E-03	9.68E-02	5.30E-02	9.59E-02	7.66E-03	6.17E-05	8.95E-05
